id,uniacid,business_name,branch_name,category,province,city,district,address,longitude,latitude,telephone,photo_list,avg_price,opentime,recommend,special,introduction
,4,长沙奥克斯广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",湖南省,长沙市,,长沙奥克斯广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk54DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,常州吾悦国际广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",江苏省,常州市,,常州吾悦国际广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk55DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,南京同曦大厦店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",江苏省,南京市,,南京同曦大厦店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk56DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,南通圆融广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",江苏省,南通市,,南通圆融广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk57DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,苏州圆融星座广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",江苏省,苏州市,,苏州圆融星座广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk58DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,苏州丽丰购物中心店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",江苏省,苏州市,,苏州丽丰购物中心店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk59DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,苏州大运城店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",江苏省,苏州市,,苏州大运城店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk60DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,苏州昆山九方购物中心店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",江苏省,苏州市,,苏州昆山九方购物中心店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk61DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,无锡苏宁广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",江苏省,无锡市,,无锡苏宁广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk62DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,扬州三盛国际广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",江苏省,扬州市,,扬州三盛国际广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk63DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,赣州万象城店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",江西省,赣州市,,赣州万象城店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk64DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,大连罗斯福广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",辽宁省,大连市,,大连罗斯福广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk65DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,大连恒隆广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",辽宁省,大连市,,大连恒隆广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk66DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,沈阳万象汇店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",辽宁省,沈阳市,,沈阳万象汇店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk67DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,呼和浩特维多利时代城店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",内蒙古自治区,呼和浩特,,呼和浩特维多利时代城店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk68DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,银川新华百货CCMALL店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",宁夏回族自治区,银川市,,银川新华百货CCMALL店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk69DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,西宁国芳百货店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",青海省,西宁市,,西宁国芳百货店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk70DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,济南丁豪广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",山东省,济南市,,济南丁豪广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk71DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,济南世茂广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",山东省,济南市,,济南世茂广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk72DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,济南领秀城贵和购物中心店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",山东省,济南市,,济南领秀城贵和购物中心店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk73DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,青岛万象城店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",山东省,青岛市,,青岛万象城店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk74DbKhk.png"";}",0,8:00-24:00,,特色服务,
,4,烟台万达广场店,,"a:3:{s:4:""cate"";s:6:""购物"";s:3:""sub"";s:12:""服饰鞋包"";s:4:""clas"";s:0:"""";}",山东省,烟台市,,烟台万达广场店,113.333655,23.138651,,"a:1:{i:0;s:51:""images/4/2015/10/ITDZh3sk23khKTEPr5j2EuRk75DbKhk.png"";}",0,8:00-24:00,,特色服务,
